conjunto,metrica,iteracao,valor
learn,Logloss,681,0.0035969807324093784
learn,Logloss,682,0.0035954477678521953
learn,Logloss,683,0.0035949550944779883
learn,Logloss,684,0.0035936739424182566
learn,Logloss,685,0.0035910631175586367
learn,Logloss,686,0.0035884634010495756
learn,Logloss,687,0.0035869295916404606
learn,Logloss,688,0.0035840555412430574
learn,Logloss,689,0.0035817929500971926
learn,Logloss,690,0.003579707965312979
learn,Logloss,691,0.0035793102141809733
learn,Logloss,692,0.003576849625364618
learn,Logloss,693,0.0035751895406600917
learn,Logloss,694,0.0035737796080605976
learn,Logloss,695,0.003568953783376637
learn,Logloss,696,0.0035676722266116336
learn,Logloss,697,0.0035664690126036296
learn,Logloss,698,0.003564346273239547
learn,Logloss,699,0.00356330945022095
learn,Logloss,700,0.0035616354631114846
learn,Logloss,701,0.0035601704489980836
learn,Logloss,702,0.003558297200693067
learn,Logloss,703,0.0035571138440638143
learn,Logloss,704,0.0035537909704596907
learn,Logloss,705,0.0035502886784133207
learn,Logloss,706,0.003548973862783578
learn,Logloss,707,0.0035478582427150573
learn,Logloss,708,0.0035447868265653967
learn,Logloss,709,0.0035443624482479523
learn,Logloss,710,0.003541460929265512
learn,Logloss,711,0.0035403742255606598
learn,Logloss,712,0.0035384467018539185
learn,Logloss,713,0.003538070089239924
learn,Logloss,714,0.003536815786057721
learn,Logloss,715,0.0035356503462653024
learn,Logloss,716,0.003534289779379183
learn,Logloss,717,0.003532553308612897
learn,Logloss,718,0.0035308784651271264
learn,Logloss,719,0.0035300780618073816
learn,Logloss,720,0.0035280639501719725
